candidate_id,revision,variant,run_id,run_status,model,effort,verification,answer_status,item_f1_exact,item_f1_percent,score_status,row_f1,retrieval_compliance,access_confounded,format_confounded,capability_score_eligible,review_notes,started_at,ended_at,seconds,limitations,run_dir
comptox_012,0,CG,comptox_012-r00-cg-v2-once,completed,gpt-5.6-sol,medium,passed,complete,1,100.0,deterministic_explicit,1.0,passed,False,False,,Reference match not proof of exhaustive candidate eligibility or source stability.,2026-09-13T12:15:38.578258+00:00,2026-09-13T12:18:50.219906+00:00,191.641,"['30 external request items used; no concurrent batch exceeded two items.', ""One ChemExpo PUC-index result used the site's ordinary default 50-record page because page size was not selectable through the search result; no enlarged or all-results view was requested.""]",/Users/ning/Documents/code/pcs_ra/sgr-bench/interact_sbench_formal/construction_pipeline/ten_task_phase/rolling_five/retest_31_v2/runs/comptox_012-r00-cg-v2-once
comptox_012,0,GO,comptox_012-r00-go-v2-once,completed,gpt-5.6-sol,medium,passed,complete,1,100.0,deterministic_explicit,1.0,passed,False,False,,"Original-reference score, not independent source stability or human quality certification.",2026-09-13T12:18:52.615027+00:00,2026-09-13T12:20:58.779050+00:00,126.155,"['21 external retrieval request items used.', 'Default-page case: ChemExpo’s ordinary non-paginated Explore Products hierarchy displayed more than 20 records; no enlarged or export view was requested.', 'No incomplete required evidence.']",/Users/ning/Documents/code/pcs_ra/sgr-bench/interact_sbench_formal/construction_pipeline/ten_task_phase/rolling_five/retest_31_v2/runs/comptox_012-r00-go-v2-once
device_recall_backlink_001,1,CG,device_recall_backlink_001-r01-cg-v2-once,completed,gpt-5.6-sol,medium,passed,complete,1,100.0,deterministic_explicit,1.0,passed,False,False,,"Original-reference score, not independent source stability or human quality certification.",2026-09-13T12:19:34.857452+00:00,2026-09-13T12:20:45.277302+00:00,70.419,['10 external request items. Two web-search requests used the source’s ordinary default page size. No incomplete evidence.'],/Users/ning/Documents/code/pcs_ra/sgr-bench/interact_sbench_formal/construction_pipeline/ten_task_phase/rolling_five/retest_31_v2/runs/device_recall_backlink_001-r01-cg-v2-once
device_recall_backlink_001,1,GO,device_recall_backlink_001-r01-go-v2-once,completed,gpt-5.6-sol,medium,passed,complete,1,100.0,deterministic_explicit,1.0,passed,False,False,,"Original-reference score, not independent source stability or human quality certification.",2026-09-13T12:20:47.380077+00:00,2026-09-13T12:21:52.931749+00:00,65.537,['External retrieval request count: 10. No default-page cases or incomplete evidence.'],/Users/ning/Documents/code/pcs_ra/sgr-bench/interact_sbench_formal/construction_pipeline/ten_task_phase/rolling_five/retest_31_v2/runs/device_recall_backlink_001-r01-go-v2-once
diazepam_receptor_identity_001,1,CG,diazepam_receptor_identity_001-r01-cg-v2-once,completed,gpt-5.6-sol,medium,passed,complete,1,100.0,deterministic_explicit,1.0,failed,False,False,,Raw full answer obtained after whole substantive cohort was assembled through pages and ID batches.,2026-09-13T12:21:00.667986+00:00,2026-09-13T12:25:52.938159+00:00,292.263,['22 external request items total; no default-page cases. One initial web open was denied as non-retryable and one unsupported src_id-filtered API request returned HTTP 400; neither supplied substantive records. Complete qualifying Scientific Literature scope was subsequently resolved with explicit 20-record pagination.'],/Users/ning/Documents/code/pcs_ra/sgr-bench/interact_sbench_formal/construction_pipeline/ten_task_phase/rolling_five/retest_31_v2/runs/diazepam_receptor_identity_001-r01-cg-v2-once
diazepam_receptor_identity_001,1,GO,diazepam_receptor_identity_001-r01-go-v2-once,completed,gpt-5.6-sol,medium,passed,complete,1,100.0,deterministic_explicit,1.0,failed,False,False,,Raw full answer after complete-cohort pagination and batch record assembly.,2026-09-13T12:21:55.122898+00:00,2026-09-13T12:28:03.230373+00:00,368.106,"[""23 external request items were used. Two web searches used the search provider's ordinary default page size; all ChEMBL list requests explicitly used limit=20 and no logical query exceeded seven pages."", ""One exact-filter URL open was rejected by the web tool's non-retryable URL-safety check. Complete scope was instead established from a broader, bounded official ChEMBL activity query and locally filtered on src_id and standard_relation. One malformed zero-result API request was also counted.""]",/Users/ning/Documents/code/pcs_ra/sgr-bench/interact_sbench_formal/construction_pipeline/ten_task_phase/rolling_five/retest_31_v2/runs/diazepam_receptor_identity_001-r01-go-v2-once
economic_kegg_ddi_001,2,CG,economic_kegg_ddi_001-r02-cg-v2-once,completed,gpt-5.6-sol,medium,passed,complete,374/483,77.4327122153209,deterministic_explicit,0.7743271221532091,failed,False,False,,"Raw374/483,187of296reference rows. Claimed complete despite missing109reference rows; access/bulk violations prevent clean attribution.",2026-09-13T12:25:55.340162+00:00,2026-09-13T12:39:49.082690+00:00,833.755,"['External retrieval request count: 58 of 60, including failed requests; no more than two were in flight at once.', 'Default-page cases: the six discovery searches, two official group records, and 37 successful individual KEGG interaction-list pages exposed no selectable page size, so their ordinary defaults were used. Several interaction lists contained more than 20 records; each was one individual ingredient record, not an export or paginated bulk query.', 'Individual interaction-list access failed or was denied for D08469, D02562, and D02563. Complete cross-pair coverage for those three identifiers was resolved by the successful bounded exact-set API response cited above. Earlier failed REST attempts for SSRI D00326 and D00823 did not leave gaps because all corresponding pairs were covered from the MAO orientation. No unresolved source conflict or incomplete evidence remains.']",/Users/ning/Documents/code/pcs_ra/sgr-bench/interact_sbench_formal/construction_pipeline/ten_task_phase/rolling_five/retest_31_v2/runs/economic_kegg_ddi_001-r02-cg-v2-once
economic_kegg_ddi_001,2,GO,economic_kegg_ddi_001-r02-go-v2-once,completed,gpt-5.6-sol,medium,passed,complete,94/103,91.2621359223301,deterministic_explicit,0.912621359223301,failed,False,False,,Raw94/103;14missing and40extra reference-key rows. Protocol violations prevent compliant interpretation; source drift versus reasoning not independently resolved.,2026-09-13T12:28:06.056963+00:00,2026-09-13T12:34:24.717801+00:00,378.66,"['External retrieval request count: 40 (16 search queries, 2 opens, and 22 individual DDI downloads). Maximum concurrency was 2.', 'Default-page cases: 16 ordinary-default web-search result pages; no search pagination was used.', 'One direct open of the DG01659 URL was rejected by the browsing tool as unsafe/non-retryable. Completeness was recovered from an official KEGG combined-entry result that explicitly exposed the 22 DG01659 leaf identifiers; the denied URL was not retried.', 'All 22 individual DDI requests succeeded with HTTP 200. No interaction evidence was omitted because of an API access failure.']",/Users/ning/Documents/code/pcs_ra/sgr-bench/interact_sbench_formal/construction_pipeline/ten_task_phase/rolling_five/retest_31_v2/runs/economic_kegg_ddi_001-r02-go-v2-once
economic_nvd_daily_001,2,CG,economic_nvd_daily_001-r02-cg-v2-once,completed,gpt-5.6-sol,medium,passed,partial,14/121,11.570247933884298,deterministic_explicit,0.11570247933884298,passed,True,False,False,"Partial14of228; missing intake due source access and finite request budget. Raw14/121 is protocol-observed performance, not an established pure capability error. Actual observation13Sep versus requested12Sep/registered9Sep remains a source-time limitation.",2026-09-13T12:34:30.996022+00:00,2026-09-13T12:43:11.235221+00:00,520.253,"[""External request count: 59. Eighteen web-search requests used the search engine's ordinary default page size because page size was not selectable."", 'This is a verified partial result, not a complete audit. The official date-range intake endpoint was denied as non-retryable, preventing authoritative full-intake enumeration; the bounded request budget also prevented checking every discovered criterion.', 'The exact Match Criteria and Dictionary requests for UUID 3F18A4E3-D4C9-48D3-A0EB-C99DABD7C214 were denied as non-retryable. It remains unresolved and was not reported as zero coverage.', 'Live successful API observations occurred on 2026-09-13 UTC. The task supplied current_date 2026-09-09, which precedes the requested observation window.']",/Users/ning/Documents/code/pcs_ra/sgr-bench/interact_sbench_formal/construction_pipeline/ten_task_phase/rolling_five/retest_31_v2/runs/economic_nvd_daily_001-r02-cg-v2-once
economic_nvd_daily_001,2,GO,economic_nvd_daily_001-r02-go-v2-once,completed,gpt-5.6-sol,medium,passed,partial,0,0.0,deterministic_explicit,0.0,failed,False,False,False,"NONE is syntactically scoreable and original scorer returns0; however answer explicitly reports missing intake/required match evidence due access refusal. Keep raw0 only as archived scoring, not a capability-zero or compliant accuracy contribution.",2026-09-13T12:39:54.990194+00:00,2026-09-13T12:42:46.102099+00:00,171.111,"['Partial result: no identity could be verified as qualifying because exact-UUID NVD CPE Match Criteria and Official CPE Dictionary endpoints were explicitly denied as non-retryable. Therefore Active status and totalResults=0 could not be established, and unresolved candidates were not reported as zero coverage.', 'The complete intake could not be authoritatively enumerated because the date-filtered NVD API request was also explicitly denied as non-retryable.', ""20 external request items were used. Search pages used the search provider's ordinary default page size (12 default-page request items); no pagination was attempted. Maximum concurrency was 2.""]",/Users/ning/Documents/code/pcs_ra/sgr-bench/interact_sbench_formal/construction_pipeline/ten_task_phase/rolling_five/retest_31_v2/runs/economic_nvd_daily_001-r02-go-v2-once
epmc_quantitative_001,2,CG,epmc_quantitative_001-r02-cg-v2-once,completed,gpt-5.6-sol,medium,passed,complete,1,100.0,deterministic_explicit,1.0,passed,False,False,True,One local JS syntax failure atL17–18 issued no external request;19actual external targets. Source membership/stability and task-scope completeness not independently reaudited.,2026-09-13T12:42:48.044249+00:00,2026-09-13T12:45:24.278244+00:00,156.234,"['External retrieval request count: 19.', 'Default-page case: the EBSCO issue index had no page-size selector exposed and its ordinary default page contained all 47 records.', 'No material evidence remained incomplete.']",/Users/ning/Documents/code/pcs_ra/sgr-bench/interact_sbench_formal/construction_pipeline/ten_task_phase/rolling_five/retest_31_v2/runs/epmc_quantitative_001-r02-cg-v2-once
epmc_quantitative_001,2,GO,epmc_quantitative_001-r02-go-v2-once,completed,gpt-5.6-sol,medium,passed,complete,1,100.0,deterministic_explicit,1.0,passed,False,False,True,Requested12Sep observation versus registered9Sep date is explicitly disclosed. Score compares saved reference; no new source-stability verification.,2026-09-13T12:43:13.311584+00:00,2026-09-13T12:44:44.012256+00:00,90.7,"['19 external request items used; no concurrent call contained more than 2 items.', 'One default-page case: the publisher’s ordinary issue page displayed all 47 issue records; no page-size control or enlarged/export view was used.', 'The requested 12 September 2026 observation date is later than the supplied current_date of 9 September 2026; issue membership was therefore verified from the live publisher issue page rather than a contemporaneous 12 September archival snapshot.']",/Users/ning/Documents/code/pcs_ra/sgr-bench/interact_sbench_formal/construction_pipeline/ten_task_phase/rolling_five/retest_31_v2/runs/epmc_quantitative_001-r02-go-v2-once
europemc_declared_patent_001,1,CG,europemc_declared_patent_001-r01-cg-v2-once,completed,gpt-5.6-sol,medium,passed,complete,1,100.0,deterministic_explicit,1.0,passed,False,False,,No independent proof of exhaustive citing-paper eligibility or current patent-source stability; raw answer matches archived reference.,2026-09-13T12:44:47.609244+00:00,2026-09-13T12:48:09.116831+00:00,201.506,['33 external request items. Twenty search-result pages used the source/tool’s ordinary default page size because no page-size control was available. No required evidence remains incomplete.'],/Users/ning/Documents/code/pcs_ra/sgr-bench/interact_sbench_formal/construction_pipeline/ten_task_phase/rolling_five/retest_31_v2/runs/europemc_declared_patent_001-r01-cg-v2-once
europemc_declared_patent_001,1,GO,europemc_declared_patent_001-r01-go-v2-once,completed,gpt-5.6-sol,medium,passed,complete,1,100.0,deterministic_explicit,1.0,passed,False,False,,Full match to archived reference; no independent completeness/source-stability certification.,2026-09-13T12:45:26.513609+00:00,2026-09-13T12:48:38.505858+00:00,191.991,['36 external request items were used. Search-result pages used the web source’s ordinary default page size because an exact records-per-page setting was unavailable; no exhaustive pagination was performed.'],/Users/ning/Documents/code/pcs_ra/sgr-bench/interact_sbench_formal/construction_pipeline/ten_task_phase/rolling_five/retest_31_v2/runs/europemc_declared_patent_001-r01-go-v2-once
europemc_republication_title_001,1,CG,europemc_republication_title_001-r01-cg-v2-once,completed,gpt-5.6-sol,medium,passed,complete,1,100.0,deterministic_explicit,1.0,failed,False,False,,Raw full score retained; not protocol-valid.,2026-09-13T12:48:11.003344+00:00,2026-09-13T12:52:48.579678+00:00,277.574,"[""44 external request items total. Thirty-seven search-result pages used the provider's non-selectable default page size; no result pagination was attempted. A PMC supplementary-PDF request encountered a browser challenge, but the title state was independently corroborated from DOI-linked records.""]",/Users/ning/Documents/code/pcs_ra/sgr-bench/interact_sbench_formal/construction_pipeline/ten_task_phase/rolling_five/retest_31_v2/runs/europemc_republication_title_001-r01-cg-v2-once
europemc_republication_title_001,1,GO,europemc_republication_title_001-r01-go-v2-once,completed,gpt-5.6-sol,medium,passed,complete,1,100.0,deterministic_explicit,1.0,passed,False,False,,Full match to archived reference; no independent proof of exhaustive candidate exclusion.,2026-09-13T12:48:40.759357+00:00,2026-09-13T12:51:37.373097+00:00,176.613,['25 external request items were used. The web-search provider does not expose page-size selection; 16 search-result pages therefore used its ordinary default page. No evidence remains incomplete.'],/Users/ning/Documents/code/pcs_ra/sgr-bench/interact_sbench_formal/construction_pipeline/ten_task_phase/rolling_five/retest_31_v2/runs/europemc_republication_title_001-r01-go-v2-once
europemc_reuse_deposit_001,1,CG,europemc_reuse_deposit_001-r01-cg-v2-once,completed,gpt-5.6-sol,medium,passed,partial,0,0.0,deterministic_explicit,0.0,failed,True,False,,"Archived-reference Item-F1 is numeric zero, but exact accession-index access was denied and coverage unconfirmed; do not treat as clean capability zero.",2026-09-13T12:51:39.399331+00:00,2026-09-13T12:55:46.252283+00:00,246.846,"[""47 external request items total. The 38 search requests used the search tool's ordinary default page size; no pagination was performed."", 'The exact Europe PMC accession-index REST result was explicitly denied as non-retryable. Candidate coverage was reconstructed through bounded web discovery and individual articles, so catalogue completeness could not be independently confirmed.', 'PMC8456220/GSE164089 and PMC7842189/GSE146866 were excluded because their use of the seed study was limited to its published differential-expression results rather than reanalysis of the expression matrices.']",/Users/ning/Documents/code/pcs_ra/sgr-bench/interact_sbench_formal/construction_pipeline/ten_task_phase/rolling_five/retest_31_v2/runs/europemc_reuse_deposit_001-r01-cg-v2-once
europemc_reuse_deposit_001,1,GO,europemc_reuse_deposit_001-r01-go-v2-once,completed,gpt-5.6-sol,medium,passed,complete,0,0.0,deterministic_explicit,0.0,passed,True,False,False,"Direct accession catalogue denied, reconstructed scope unconfirmed. Raw numeric zero versus archived reference is not clean capability evidence.",2026-09-13T12:52:50.870130+00:00,2026-09-13T12:56:22.716344+00:00,211.842,"['36 external request items; no default-page cases. The direct Europe PMC catalogue query was denied as non-retryable, so the candidate universe was reconstructed using bounded searches and individually inspected article records.']",/Users/ning/Documents/code/pcs_ra/sgr-bench/interact_sbench_formal/construction_pipeline/ten_task_phase/rolling_five/retest_31_v2/runs/europemc_reuse_deposit_001-r01-go-v2-once
genome_002,0,CG,genome_002-r00-cg-v2-once,completed,gpt-5.6-sol,medium,passed,complete,1,100.0,deterministic_explicit,1.0,passed,False,False,,"Joint pathway could not render directly, evidence corroborated using individual retrieved KEGG records. Full archived-reference score is not independent quality certification.",2026-09-13T12:55:47.545218+00:00,2026-09-13T12:57:38.248515+00:00,110.703,"['18 external request items used; no default-page cases. The browsing interface could not directly render the joint 00290 page, but its api+buc pathway identity and M00432 association were corroborated by the other retrieved KEGG records.']",/Users/ning/Documents/code/pcs_ra/sgr-bench/interact_sbench_formal/construction_pipeline/ten_task_phase/rolling_five/retest_31_v2/runs/genome_002-r00-cg-v2-once
genome_002,0,GO,genome_002-r00-go-v2-once,completed,gpt-5.6-sol,medium,passed,complete,0,0.0,deterministic_explicit,0.0,passed,True,False,False,Raw zero combines map00290 vs gold00290 identifier-format mismatch with seven extra pathway combinations; two intended module/plasmid facts are present. Joint page access failed and output extrapolates from generic module pathways. This is not a clean SGR failure or capability zero.,2026-09-13T12:56:24.095072+00:00,2026-09-13T12:59:40.304242+00:00,196.209,"[""24 external request items were used. Seventeen search requests used the web tool's default result-page size; no pagination was performed."", 'The combined api+buc organism page and two constructed joint-map URLs were inaccessible through the browsing tool. The remaining pathway combinations were derived from the official KEGG MODULE Pathway fields after the modules were identified on accessible api+buc joint maps.']",/Users/ning/Documents/code/pcs_ra/sgr-bench/interact_sbench_formal/construction_pipeline/ten_task_phase/rolling_five/retest_31_v2/runs/genome_002-r00-go-v2-once
iana_dtls_001,4,CG,iana_dtls_001-r04-cg-v2-once,completed,gpt-5.6-sol,medium,passed,complete,1,100.0,deterministic_explicit,1.0,passed,False,False,,Ordinary IANA HTML registry page used; final no-default-page wording omits this. Separate RFC and draft history establish necessary remaining fields.,2026-09-13T12:57:39.669993+00:00,2026-09-13T12:59:05.331124+00:00,85.661,['External retrieval request count: 10. No default-page cases. Evidence was complete.'],/Users/ning/Documents/code/pcs_ra/sgr-bench/interact_sbench_formal/construction_pipeline/ten_task_phase/rolling_five/retest_31_v2/runs/iana_dtls_001-r04-cg-v2-once
iana_dtls_001,4,GO,iana_dtls_001-r04-go-v2-once,completed,gpt-5.6-sol,medium,passed,complete,1,100.0,deterministic_explicit,1.0,failed,False,False,,Raw full score retained; failed fixed two-target batch allowance.,2026-09-13T12:59:06.598691+00:00,2026-09-13T13:00:57.253624+00:00,110.654,['18 external request items used; no default-page cases; evidence complete.'],/Users/ning/Documents/code/pcs_ra/sgr-bench/interact_sbench_formal/construction_pipeline/ten_task_phase/rolling_five/retest_31_v2/runs/iana_dtls_001-r04-go-v2-once
kegg_initial_cdx_001,2,CG,kegg_initial_cdx_001-r02-cg-v2-once,completed,gpt-5.6-sol,medium,passed,complete,40/59,67.79661016949153,deterministic_explicit,0.7272727272727273,passed,False,True,False,"All20gold fields and all4gold rows correct. Three explanatory prose paragraphs were parsed as extra answer rows (39pred fields vs20gold), lowering Item-F1 to40/59. This is a format/scorer effect, not substantive retrieval failure. Raw score unchanged.",2026-09-13T12:59:41.460806+00:00,2026-09-13T13:03:02.746269+00:00,201.285,"['External retrieval request count: 27 of 60.', 'Default-page cases: 18 search-result requests used the web tool’s ordinary default result page; no search-result pagination was performed.', 'No required evidence remained incomplete.']",/Users/ning/Documents/code/pcs_ra/sgr-bench/interact_sbench_formal/construction_pipeline/ten_task_phase/rolling_five/retest_31_v2/runs/kegg_initial_cdx_001-r02-cg-v2-once
kegg_initial_cdx_001,2,GO,kegg_initial_cdx_001-r02-go-v2-once,completed,gpt-5.6-sol,medium,passed,complete,19/25,76.0,deterministic_explicit,0.6,passed,False,True,False,"Raw19/25 includes two prose paragraphs parsed as extra rows, plus PTEN rearrangement_that_disrupts_protein_function vs goldrearrangement field mismatch. No omitted target row. Not a clean retrieval-difficulty score.",2026-09-13T13:00:58.506233+00:00,2026-09-13T13:03:59.954155+00:00,181.447,"['External retrieval count: 22 request items; no more than two were in flight at once.', 'Default-page cases: 11 web-search result pages used the search tool’s ordinary default page size. The FDA 2023 novel-drug and companion-diagnostic lists were ordinary single-page webpages without a selectable page size.', 'The current FDA companion-diagnostic list displays the LeukoStrat assay’s broader FLT3 ITD/TKD detection scope; the historical supplement’s drug-specific VANFLYTA clause was used to avoid incorrectly including D835/I836.']",/Users/ning/Documents/code/pcs_ra/sgr-bench/interact_sbench_formal/construction_pipeline/ten_task_phase/rolling_five/retest_31_v2/runs/kegg_initial_cdx_001-r02-go-v2-once
